algorithm,n,test_type,bins_used,waste,runtime_ms,approx_ratio
FirstFit,12,random_uniform,5,0.674791,0.0008,1.0000
BestFit,12,random_uniform,5,0.674791,0.0014,1.0000
FFD,12,random_uniform,5,0.674791,0.0009,1.0000
BFD,12,random_uniform,5,0.674791,0.0014,1.0000
NextFit,12,random_normal,9,2.471759,0.0010,1.2857
FirstFit,12,random_normal,8,1.471759,0.0008,1.1429
BestFit,12,random_normal,8,1.471759,0.0014,1.1429
FFD,12,random_normal,7,0.471759,0.0009,1.0000
BFD,12,random_normal,7,0.471759,0.0017,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0009,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0016,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0014,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0005,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0010,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0011,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0012,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0019,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0015,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0022,1.0000
NextFit,12,random_uniform,7,2.147771,0.0014,1.4000
FirstFit,12,random_uniform,6,1.147771,0.0010,1.2000
BestFit,12,random_uniform,6,1.147771,0.0018,1.2000
FFD,12,random_uniform,6,1.147771,0.0012,1.2000
BFD,12,random_uniform,6,1.147771,0.0019,1.2000
NextFit,12,random_normal,8,2.387318,0.0011,1.1429
FirstFit,12,random_normal,7,1.387318,0.0010,1.0000
BestFit,12,random_normal,7,1.387318,0.0016,1.0000
FFD,12,random_normal,7,1.387318,0.0012,1.0000
BFD,12,random_normal,7,1.387318,0.0020,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0013,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0010,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0021,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0012,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0019,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0028,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0015,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0021,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0008,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0010,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0014,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0013,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0020,1.0000
NextFit,12,random_uniform,8,2.017857,0.0014,1.1429
FirstFit,12,random_uniform,7,1.017857,0.0008,1.0000
BestFit,12,random_uniform,7,1.017857,0.0017,1.0000
FFD,12,random_uniform,7,1.017857,0.0010,1.0000
BFD,12,random_uniform,7,1.017857,0.0017,1.0000
NextFit,12,random_normal,9,3.133620,0.0011,1.2857
FirstFit,12,random_normal,7,1.133620,0.0008,1.0000
BestFit,12,random_normal,7,1.133620,0.0016,1.0000
FFD,12,random_normal,7,1.133620,0.0009,1.0000
BFD,12,random_normal,7,1.133620,0.0015,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0011,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0021,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0015,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0009,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0009,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0018,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0009,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0015,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0008,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0013,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0010,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0019,1.0000
NextFit,12,random_uniform,10,2.969093,0.0016,1.1111
FirstFit,12,random_uniform,9,1.969093,0.0010,1.0000
BestFit,12,random_uniform,9,1.969093,0.0020,1.0000
FFD,12,random_uniform,9,1.969093,0.0012,1.0000
BFD,12,random_uniform,9,1.969093,0.0020,1.0000
NextFit,12,random_normal,10,2.915921,0.0015,1.1111
FirstFit,12,random_normal,9,1.915921,0.0010,1.0000
BestFit,12,random_normal,9,1.915921,0.0021,1.0000
FFD,12,random_normal,9,1.915921,0.0012,1.0000
BFD,12,random_normal,9,1.915921,0.0020,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0009,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0019,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0009,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0016,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0013,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0009,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0006,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0010,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0010,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0014,1.0000
NextFit,12,random_uniform,8,2.457383,0.0009,1.3333
FirstFit,12,random_uniform,6,0.457383,0.0007,1.0000
BestFit,12,random_uniform,6,0.457383,0.0015,1.0000
FFD,12,random_uniform,6,0.457383,0.0009,1.0000
BFD,12,random_uniform,6,0.457383,0.0016,1.0000
NextFit,12,random_normal,8,2.882620,0.0013,1.3333
FirstFit,12,random_normal,7,1.882620,0.0010,1.1667
BestFit,12,random_normal,7,1.882620,0.0019,1.1667
FFD,12,random_normal,6,0.882620,0.0010,1.0000
BFD,12,random_normal,6,0.882620,0.0018,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0013,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0018,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0009,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0016,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0014,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0011,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0008,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0011,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0008,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0015,1.0000
NextFit,12,random_uniform,7,1.673445,0.0010,1.1667
FirstFit,12,random_uniform,6,0.673445,0.0007,1.0000
BestFit,12,random_uniform,6,0.673445,0.0014,1.0000
FFD,12,random_uniform,6,0.673445,0.0008,1.0000
BFD,12,random_uniform,6,0.673445,0.0015,1.0000
NextFit,12,random_normal,7,1.951843,0.0007,1.1667
FirstFit,12,random_normal,6,0.951843,0.0007,1.0000
BestFit,12,random_normal,6,0.951843,0.0013,1.0000
FFD,12,random_normal,6,0.951843,0.0009,1.0000
BFD,12,random_normal,6,0.951843,0.0015,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0010,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0017,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0013,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0009,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0014,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0009,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0014,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0008,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0006,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0014,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0010,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0017,1.0000
NextFit,12,random_uniform,11,3.503903,0.0011,1.2222
FirstFit,12,random_uniform,9,1.503903,0.0009,1.0000
BestFit,12,random_uniform,9,1.503903,0.0019,1.0000
FFD,12,random_uniform,9,1.503903,0.0010,1.0000
BFD,12,random_uniform,9,1.503903,0.0017,1.0000
NextFit,12,random_normal,8,2.485319,0.0007,1.3333
FirstFit,12,random_normal,7,1.485319,0.0008,1.1667
BestFit,12,random_normal,6,0.485319,0.0018,1.0000
FFD,12,random_normal,6,0.485319,0.0006,1.0000
BFD,12,random_normal,6,0.485319,0.0016,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0008,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0016,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0015,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0014,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0013,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0005,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0012,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0010,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0016,1.0000
NextFit,12,random_uniform,10,2.859246,0.0012,1.0000
FirstFit,12,random_uniform,10,2.859246,0.0010,1.0000
BestFit,12,random_uniform,10,2.859246,0.0019,1.0000
FFD,12,random_uniform,10,2.859246,0.0011,1.0000
BFD,12,random_uniform,10,2.859246,0.0018,1.0000
NextFit,12,random_normal,10,3.132529,0.0013,1.1111
FirstFit,12,random_normal,10,3.132529,0.0010,1.1111
BestFit,12,random_normal,9,2.132529,0.0021,1.0000
FFD,12,random_normal,9,2.132529,0.0012,1.0000
BFD,12,random_normal,9,2.132529,0.0020,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0011,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0009,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0017,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0009,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0015,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0015,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0013,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0006,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0006,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0010,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0009,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0016,1.0000
NextFit,12,random_uniform,9,1.714294,0.0011,1.0000
FirstFit,12,random_uniform,9,1.714294,0.0008,1.0000
BestFit,12,random_uniform,9,1.714294,0.0018,1.0000
FFD,12,random_uniform,9,1.714294,0.0009,1.0000
BFD,12,random_uniform,9,1.714294,0.0016,1.0000
NextFit,12,random_normal,11,4.422518,0.0008,1.2222
FirstFit,12,random_normal,10,3.422518,0.0007,1.1111
BestFit,12,random_normal,10,3.422518,0.0016,1.1111
FFD,12,random_normal,9,2.422518,0.0008,1.0000
BFD,12,random_normal,9,2.422518,0.0017,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0009,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0016,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0014,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0004,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0010,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0010,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0009,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0009,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0015,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0012,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0016,1.0000
NextFit,12,random_uniform,9,2.755470,0.0011,1.1250
FirstFit,12,random_uniform,8,1.755470,0.0009,1.0000
BestFit,12,random_uniform,8,1.755470,0.0018,1.0000
FFD,12,random_uniform,8,1.755470,0.0010,1.0000
BFD,12,random_uniform,8,1.755470,0.0019,1.0000
NextFit,12,random_normal,9,2.449355,0.0009,1.1250
FirstFit,12,random_normal,8,1.449355,0.0008,1.0000
BestFit,12,random_normal,8,1.449355,0.0016,1.0000
FFD,12,random_normal,8,1.449355,0.0008,1.0000
BFD,12,random_normal,8,1.449355,0.0016,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0010,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0016,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0014,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0005,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0011,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0011,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0006,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0006,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0010,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0008,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0012,1.0000
NextFit,12,random_uniform,10,3.193034,0.0008,1.2500
FirstFit,12,random_uniform,8,1.193034,0.0008,1.0000
BestFit,12,random_uniform,8,1.193034,0.0014,1.0000
FFD,12,random_uniform,8,1.193034,0.0007,1.0000
BFD,12,random_uniform,8,1.193034,0.0016,1.0000
NextFit,12,random_normal,9,2.725862,0.0009,1.2857
FirstFit,12,random_normal,8,1.725862,0.0007,1.1429
BestFit,12,random_normal,8,1.725862,0.0013,1.1429
FFD,12,random_normal,7,0.725862,0.0007,1.0000
BFD,12,random_normal,7,0.725862,0.0015,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0013,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0010,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0020,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0010,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0016,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0013,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0013,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0005,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0010,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0008,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0013,1.0000
NextFit,12,random_uniform,6,1.339163,0.0008,1.2000
FirstFit,12,random_uniform,6,1.339163,0.0008,1.2000
BestFit,12,random_uniform,5,0.339163,0.0013,1.0000
FFD,12,random_uniform,5,0.339163,0.0009,1.0000
BFD,12,random_uniform,5,0.339163,0.0014,1.0000
NextFit,12,random_normal,9,2.441742,0.0010,1.1250
FirstFit,12,random_normal,8,1.441742,0.0011,1.0000
BestFit,12,random_normal,8,1.441742,0.0014,1.0000
FFD,12,random_normal,8,1.441742,0.0008,1.0000
BFD,12,random_normal,8,1.441742,0.0015,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0009,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0015,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0014,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0005,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0010,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0010,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0005,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0006,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0010,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0010,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0014,1.0000
NextFit,12,random_uniform,7,1.418402,0.0020,1.1667
FirstFit,12,random_uniform,7,1.418402,0.0011,1.1667
BestFit,12,random_uniform,7,1.418402,0.0022,1.1667
FFD,12,random_uniform,7,1.418402,0.0014,1.1667
BFD,12,random_uniform,7,1.418402,0.0021,1.1667
NextFit,12,random_normal,6,1.383811,0.0010,1.2000
FirstFit,12,random_normal,6,1.383811,0.0011,1.2000
BestFit,12,random_normal,6,1.383811,0.0020,1.2000
FFD,12,random_normal,5,0.383811,0.0013,1.0000
BFD,12,random_normal,5,0.383811,0.0020,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0015,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0010,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0021,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0011,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0018,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0013,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0006,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0013,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0009,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0011,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0009,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0014,1.0000
NextFit,12,random_uniform,8,2.240664,0.0013,1.1429
FirstFit,12,random_uniform,8,2.240664,0.0009,1.1429
BestFit,12,random_uniform,8,2.240664,0.0020,1.1429
FFD,12,random_uniform,7,1.240664,0.0012,1.0000
BFD,12,random_uniform,7,1.240664,0.0019,1.0000
NextFit,12,random_normal,7,1.586564,0.0010,1.0000
FirstFit,12,random_normal,7,1.586564,0.0008,1.0000
BestFit,12,random_normal,7,1.586564,0.0015,1.0000
FFD,12,random_normal,7,1.586564,0.0009,1.0000
BFD,12,random_normal,7,1.586564,0.0016,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0010,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0017,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0009,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0014,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0011,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0015,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0009,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0011,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0010,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0016,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0013,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0020,1.0000
NextFit,12,random_uniform,9,2.413723,0.0014,1.1250
FirstFit,12,random_uniform,8,1.413723,0.0011,1.0000
BestFit,12,random_uniform,8,1.413723,0.0022,1.0000
FFD,12,random_uniform,8,1.413723,0.0015,1.0000
BFD,12,random_uniform,8,1.413723,0.0021,1.0000
NextFit,12,random_normal,7,1.541217,0.0014,1.0000
FirstFit,12,random_normal,7,1.541217,0.0012,1.0000
BestFit,12,random_normal,7,1.541217,0.0019,1.0000
FFD,12,random_normal,7,1.541217,0.0012,1.0000
BFD,12,random_normal,7,1.541217,0.0022,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0012,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0009,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0018,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0009,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0016,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0008,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0016,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0009,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0014,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0005,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0008,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0012,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0010,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0016,1.0000
NextFit,12,random_uniform,7,1.984161,0.0010,1.1667
FirstFit,12,random_uniform,6,0.984161,0.0007,1.0000
BestFit,12,random_uniform,6,0.984161,0.0016,1.0000
FFD,12,random_uniform,6,0.984161,0.0010,1.0000
BFD,12,random_uniform,6,0.984161,0.0017,1.0000
NextFit,12,random_normal,8,1.935538,0.0009,1.1429
FirstFit,12,random_normal,8,1.935538,0.0007,1.1429
BestFit,12,random_normal,8,1.935538,0.0014,1.1429
FFD,12,random_normal,7,0.935538,0.0008,1.0000
BFD,12,random_normal,7,0.935538,0.0016,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0009,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0007,1.0000
BestFit,12,adversarial_over_half,12,5.880000,0.0016,1.0000
FFD,12,adversarial_over_half,12,5.880000,0.0008,1.0000
BFD,12,adversarial_over_half,12,5.880000,0.0015,1.0000
NextFit,12,adversarial_harmonic,3,0.819866,0.0005,1.0000
FirstFit,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BestFit,12,adversarial_harmonic,3,0.819866,0.0011,1.0000
FFD,12,adversarial_harmonic,3,0.819866,0.0007,1.0000
BFD,12,adversarial_harmonic,3,0.819866,0.0012,1.0000
NextFit,12,adversarial_mixed,4,0.000000,0.0006,1.0000
FirstFit,12,adversarial_mixed,4,0.000000,0.0007,1.0000
BestFit,12,adversarial_mixed,4,0.000000,0.0010,1.0000
FFD,12,adversarial_mixed,4,0.000000,0.0008,1.0000
BFD,12,adversarial_mixed,4,0.000000,0.0014,1.0000
NextFit,12,random_uniform,11,3.201359,0.0012,1.1000
FirstFit,12,random_uniform,10,2.201359,0.0010,1.0000
BestFit,12,random_uniform,10,2.201359,0.0023,1.0000
FFD,12,random_uniform,10,2.201359,0.0011,1.0000
BFD,12,random_uniform,10,2.201359,0.0020,1.0000
NextFit,12,random_normal,10,2.819067,0.0010,1.1111
FirstFit,12,random_normal,9,1.819067,0.0007,1.0000
BestFit,12,random_normal,9,1.819067,0.0017,1.0000
FFD,12,random_normal,9,1.819067,0.0010,1.0000
BFD,12,random_normal,9,1.819067,0.0017,1.0000
NextFit,12,adversarial_over_half,12,5.880000,0.0008,1.0000
FirstFit,12,adversarial_over_half,12,5.880000,0.0007,1.0000
